Unnamed: 0,Home_goals,Home_pim,Home_shots,Home_powerPlayPercentage,Home_powerPlayGoals,Home_powerPlayOpportunities,Home_faceOffWinPercentage,Home_blocked,Home_takeaways,Home_giveaways,Home_hits,Away_goals,Away_pim,Away_shots,Away_powerPlayPercentage,Away_powerPlayGoals,Away_powerPlayOpportunities,Away_blocked,Away_takeaways,Away_giveaways,Away_hits,Goals_Diff,Shots_Diff,Blocked_Diff,PIM_Diff,PowerPlayGoals_Diff,Takeaways_Diff,Giveaways_Diff,Hits_Diff,Winner_binary,Points_Diff
2019020816,1,2,18,0.0,0.0,2.0,0.6,5,0,4,12,1,4,7,1.0,1.0,1.0,8,1,7,9,0,11,-3,-2,-1.0,-1,-3,3,0.0,0
2019020815,1,0,8,0.0,0.0,1.0,0.316,11,1,4,3,0,2,9,0.0,0.0,0.0,0,2,1,9,1,-1,11,-2,0.0,-1,3,-6,1.0,-10
2019020814,2,0,8,0.0,0.0,0.0,0.5710000000000001,1,1,5,11,1,0,11,0.0,0.0,0.0,3,2,3,11,1,-3,-2,0,0.0,-1,2,0,0.0,8
2019020813,1,0,8,0.0,0.0,1.0,0.429,6,2,0,10,2,2,8,0.0,0.0,0.0,4,6,5,4,-1,0,2,-2,0.0,-4,-5,6,1.0,-9
2019020812,1,0,13,0.0,0.0,1.0,0.529,2,4,5,9,0,2,6,0.0,0.0,0.0,4,3,3,7,1,7,-2,-2,0.0,1,2,2,0.0,9
2019020819,0,0,9,0.0,0.0,2.0,0.588,4,2,7,9,1,4,3,0.0,0.0,0.0,5,2,4,10,-1,6,-1,-4,0.0,0,3,-1,1.0,-1
2019020820,1,4,9,0.0,0.0,1.0,0.7,5,5,1,7,0,4,7,0.0,0.0,1.0,1,3,1,5,1,2,4,0,0.0,2,0,2,0.0,7
2019020821,0,4,12,0.0,0.0,1.0,0.588,2,0,5,7,0,2,4,0.0,0.0,2.0,5,2,2,3,0,8,-3,2,0.0,-2,3,4,0.0,-4
2019020822,1,2,9,0.0,0.0,1.0,0.5770000000000001,2,2,8,10,1,2,15,0.0,0.0,1.0,4,2,6,7,0,-6,-2,0,0.0,0,2,3,1.0,1
2019020824,0,2,12,0.0,0.0,0.0,0.438,5,1,4,10,0,0,4,0.0,0.0,1.0,6,1,5,13,0,8,-1,2,0.0,0,-1,-3,0.0,-3
2019020823,0,5,16,0.0,0.0,2.0,0.524,4,4,9,11,0,9,9,0.0,0.0,0.0,3,7,5,5,0,7,1,-4,0.0,-3,4,6,1.0,12
2019020825,3,0,13,0.0,0.0,1.0,0.45,4,4,3,15,1,2,9,0.0,0.0,0.0,3,3,4,4,2,4,1,-2,0.0,1,-1,11,0.0,-9
2019020826,0,2,5,0.0,0.0,0.0,0.609,7,5,4,5,0,0,16,0.0,0.0,1.0,2,5,1,14,0,-11,5,2,0.0,0,3,-9,1.0,-19
2019020831,0,0,7,0.0,0.0,0.0,0.438,12,4,9,7,2,0,5,0.0,0.0,0.0,6,4,7,6,-2,2,6,0,0.0,0,2,1,0.0,23
2019020828,1,4,7,1.0,1.0,1.0,0.471,4,1,10,10,0,2,14,0.0,0.0,2.0,6,0,2,10,1,-7,-2,2,1.0,1,8,0,0.0,8
2019020832,0,2,9,0.0,0.0,1.0,0.632,5,0,3,7,1,2,10,0.0,0.0,1.0,2,2,2,6,-1,-1,3,0,0.0,-2,1,1,1.0,19
2019020827,0,4,8,0.0,0.0,2.0,0.562,0,2,2,9,2,4,7,0.0,0.0,0.0,4,1,1,7,-2,1,-4,0,0.0,1,1,2,1.0,25
2019020830,1,2,13,0.5,1.0,2.0,0.52,3,3,4,6,1,4,7,0.0,0.0,1.0,4,3,6,11,0,6,-1,-2,1.0,0,-2,-5,1.0,3
2019020829,2,2,16,0.0,0.0,1.0,0.429,2,1,1,10,0,4,10,0.0,0.0,1.0,6,3,0,8,2,6,-4,-2,0.0,-2,1,2,0.0,0
2019020833,1,0,5,0.0,0.0,2.0,0.444,3,1,5,11,1,4,13,0.0,0.0,0.0,10,2,1,6,0,-8,-7,-4,0.0,-1,4,5,1.0,-17
2019020835,3,9,13,0.5,1.0,2.0,0.52,8,0,0,4,0,9,10,0.0,0.0,2.0,5,2,3,3,3,3,3,0,1.0,-2,-3,1,0.0,-11
2019020834,0,2,13,0.0,0.0,2.0,0.45,5,1,2,11,1,4,9,0.0,0.0,1.0,2,1,1,3,-1,4,3,-2,0.0,0,1,8,1.0,15
2019020836,1,0,16,0.0,0.0,0.0,0.409,4,8,8,11,2,0,11,0.0,0.0,0.0,7,2,4,3,-1,5,-3,0,0.0,6,4,8,1.0,3
2019020838,1,2,10,0.0,0.0,1.0,0.5,2,2,2,7,0,2,8,0.0,0.0,1.0,5,3,4,8,1,2,-3,0,0.0,-1,-2,-1,1.0,-2
2019020837,2,6,12,0.0,0.0,1.0,0.368,9,4,5,6,2,2,14,0.333,1.0,3.0,3,3,3,6,0,-2,6,4,-1.0,1,2,0,1.0,12
